,Driver,Race,Lap,Sector 1 Time,Sector 2 Time,Sector 3 Time,Lap Time,Rainfall,Track Temp
1093,RIC,Imola,31.0,0 days 00:00:52.248000,0 days 00:00:29.554000,0 days 00:00:29.492000,0 days 00:01:51.294000,False,16.3
1094,RIC,Imola,32.0,0 days 00:00:26.967000,0 days 00:00:28.906000,0 days 00:00:28.276000,0 days 00:01:24.149000,False,16.5
1095,RIC,Imola,33.0,0 days 00:00:26.547000,0 days 00:00:28.430000,0 days 00:00:27.917000,0 days 00:01:22.894000,False,16.6
1096,RIC,Imola,34.0,0 days 00:00:26.397000,0 days 00:00:28.420000,0 days 00:00:27.918000,0 days 00:01:22.735000,False,16.6
1097,RIC,Imola,35.0,0 days 00:00:26.317000,0 days 00:00:28.276000,0 days 00:00:27.713000,0 days 00:01:22.306000,False,16.4
1098,RIC,Imola,36.0,0 days 00:00:27.986000,0 days 00:00:28.527000,0 days 00:00:27.679000,0 days 00:01:24.192000,False,16.5
1099,RIC,Imola,37.0,0 days 00:00:26.187000,0 days 00:00:28.387000,0 days 00:00:27.727000,0 days 00:01:22.301000,False,16.6
1100,RIC,Imola,38.0,0 days 00:00:26.261000,0 days 00:00:28.280000,0 days 00:00:27.739000,0 days 00:01:22.280000,False,16.7
1101,RIC,Imola,39.0,0 days 00:00:26.161000,0 days 00:00:28.306000,0 days 00:00:27.587000,0 days 00:01:22.054000,False,16.7
1102,RIC,Imola,40.0,0 days 00:00:26.737000,0 days 00:00:28.405000,0 days 00:00:27.713000,0 days 00:01:22.855000,False,16.6
1103,RIC,Imola,41.0,0 days 00:00:26.210000,0 days 00:00:28.377000,0 days 00:00:27.798000,0 days 00:01:22.385000,False,16.5
1104,RIC,Imola,42.0,0 days 00:00:26.225000,0 days 00:00:29.720000,0 days 00:00:28.443000,0 days 00:01:24.388000,False,16.5
1105,RIC,Imola,43.0,0 days 00:00:26.141000,0 days 00:00:28.419000,0 days 00:00:27.741000,0 days 00:01:22.301000,False,16.6
1106,RIC,Imola,44.0,0 days 00:00:26.202000,0 days 00:00:28.387000,0 days 00:00:27.549000,0 days 00:01:22.138000,False,16.7
1107,RIC,Imola,45.0,0 days 00:00:26.295000,0 days 00:00:28.407000,0 days 00:00:27.571000,0 days 00:01:22.273000,False,16.7
1108,RIC,Imola,46.0,0 days 00:00:26.292000,0 days 00:00:28.450000,0 days 00:00:29.894000,0 days 00:01:24.636000,False,16.6
1109,RIC,Imola,47.0,0 days 00:00:25.955000,0 days 00:00:28.352000,0 days 00:00:27.850000,0 days 00:01:22.157000,False,16.7
1110,RIC,Imola,48.0,0 days 00:00:26.271000,0 days 00:00:28.359000,0 days 00:00:27.664000,0 days 00:01:22.294000,False,16.7
1111,RIC,Imola,49.0,0 days 00:00:26.156000,0 days 00:00:28.245000,0 days 00:00:27.420000,0 days 00:01:21.821000,False,16.9
1112,RIC,Imola,50.0,0 days 00:00:26.075000,0 days 00:00:28.268000,0 days 00:00:27.603000,0 days 00:01:21.946000,False,17.0
1113,RIC,Imola,51.0,0 days 00:00:26.219000,0 days 00:00:28.299000,0 days 00:00:27.558000,0 days 00:01:22.076000,False,17.0
1114,RIC,Imola,52.0,0 days 00:00:26.216000,0 days 00:00:28.462000,0 days 00:00:27.756000,0 days 00:01:22.434000,False,17.0
1115,RIC,Imola,53.0,0 days 00:00:26.169000,0 days 00:00:28.287000,0 days 00:00:27.586000,0 days 00:01:22.042000,False,17.0
1116,RIC,Imola,54.0,0 days 00:00:26.014000,0 days 00:00:28.382000,0 days 00:00:27.781000,0 days 00:01:22.177000,False,16.8
1117,RIC,Imola,55.0,0 days 00:00:26.370000,0 days 00:00:28.298000,0 days 00:00:27.908000,0 days 00:01:22.576000,False,16.8
1118,RIC,Imola,56.0,0 days 00:00:26.092000,0 days 00:00:28.229000,0 days 00:00:27.493000,0 days 00:01:21.814000,False,16.7
1119,RIC,Imola,57.0,0 days 00:00:26.040000,0 days 00:00:28.214000,0 days 00:00:27.581000,0 days 00:01:21.835000,False,16.6
1120,RIC,Imola,58.0,0 days 00:00:25.976000,0 days 00:00:28.201000,0 days 00:00:27.432000,0 days 00:01:21.609000,False,16.5
1121,RIC,Imola,59.0,0 days 00:00:25.939000,0 days 00:00:28.237000,0 days 00:00:27.506000,0 days 00:01:21.682000,False,16.5
1122,RIC,Imola,60.0,0 days 00:00:26.053000,0 days 00:00:28.234000,0 days 00:00:27.483000,0 days 00:01:21.770000,False,16.5
1123,RIC,Imola,61.0,0 days 00:00:25.993000,0 days 00:00:28.199000,0 days 00:00:27.385000,0 days 00:01:21.577000,False,16.6
1124,RIC,Imola,62.0,0 days 00:00:27.728000,0 days 00:00:28.710000,0 days 00:00:29.999000,0 days 00:01:26.437000,False,16.6
1125,ALO,Imola,1.0,,0 days 00:00:34.369000,0 days 00:00:50.053000,,False,18.0
1126,ALO,Imola,2.0,0 days 00:00:51.720000,0 days 00:00:47.896000,0 days 00:00:46.753000,0 days 00:02:26.369000,False,17.9
1127,ALO,Imola,3.0,0 days 00:00:44.840000,0 days 00:00:45.662000,0 days 00:00:48.542000,0 days 00:02:19.044000,False,17.8
1128,ALO,Imola,4.0,0 days 00:00:38.330000,0 days 00:00:45.836000,0 days 00:00:52.802000,0 days 00:02:16.968000,False,17.6
1129,ALO,Imola,5.0,0 days 00:00:32.192000,0 days 00:00:34.053000,0 days 00:00:33.440000,0 days 00:01:39.685000,False,17.5
1130,ALO,Imola,6.0,0 days 00:00:30.919000,0 days 00:00:32.115000,0 days 00:00:37.211000,0 days 00:01:40.245000,False,17.3
1131,SAI,Imola,0.0,,,,,False,18.0
